"","ID","Chrom","Start","Stop","Strand","Name"
"ENSMUSG00000077345","ENSMUSG00000077345","chr1",59691934,59692020,"+","Snord70"
"ENSMUSG00000089512","ENSMUSG00000089512","chr1",59704258,59704338,"+","Gm26287"
"ENSMUSG00000089093","ENSMUSG00000089093","chr1",59704790,59704873,"+","Snord11"
"ENSMUSG00000067336","ENSMUSG00000067336","chr1",59763400,59879014,"+","Bmpr2"
"ENSMUSG00000041040","ENSMUSG00000041040","chr1",59913006,59985346,"+","Fam117b"
"ENSMUSG00000103696","ENSMUSG00000103696","chr1",59929688,59935102,"+","Gm37531"
"ENSMUSG00000026018","ENSMUSG00000026018","chr1",59982490,60043184,"-","Ica1l"
"ENSMUSG00000026019","ENSMUSG00000026019","chr1",60069785,60098645,"-","Wdr12"
"ENSMUSG00000026017","ENSMUSG00000026017","chr1",60098247,60153953,"+","Carf"
"ENSMUSG00000073664","ENSMUSG00000073664","chr1",60180599,60338328,"+","Nbeal1"
"ENSMUSG00000049439","ENSMUSG00000049439","chr1",60343323,60388060,"+","Cyp20a1"
"ENSMUSG00000026782","ENSMUSG00000026782","chr1",60409619,60481158,"+","Abi2"
"ENSMUSG00000026014","ENSMUSG00000026014","chr1",60482292,60567104,"-","Raph1"
"ENSMUSG00000101188","ENSMUSG00000101188","chr1",60703932,60705149,"+","Eif4a-ps4"
"ENSMUSG00000081382","ENSMUSG00000081382","chr1",60900898,60901422,"+","Rpl18-ps1"
"ENSMUSG00000052062","ENSMUSG00000052062","chr1",61638824,62642284,"+","Pard3b"
"ENSMUSG00000025969","ENSMUSG00000025969","chr1",62703285,62818695,"+","Nrp2"
"ENSMUSG00000103032","ENSMUSG00000103032","chr1",62809302,62811857,"+","Gm37121"
"ENSMUSG00000040865","ENSMUSG00000040865","chr1",62958418,63114667,"-","Ino80d"
"ENSMUSG00000084799","ENSMUSG00000084799","chr1",63113078,63158290,"+","Ino80dos"
"ENSMUSG00000101599","ENSMUSG00000101599","chr1",63117118,63126837,"+","Gm20342"
"ENSMUSG00000025968","ENSMUSG00000025968","chr1",63143596,63176833,"-","Ndufs1"
"ENSMUSG00000025967","ENSMUSG00000025967","chr1",63176825,63180486,"+","Eef1b2"
"ENSMUSG00000064612","ENSMUSG00000064612","chr1",63178677,63178754,"+","Gm26457"
"ENSMUSG00000064602","ENSMUSG00000064602","chr1",63179004,63179135,"+","Snora41"
"ENSMUSG00000046856","ENSMUSG00000046856","chr1",63182691,63214543,"-","Gpr1"
"ENSMUSG00000086730","ENSMUSG00000086730","chr1",63200313,63207967,"+","Platr12"
"ENSMUSG00000087561","ENSMUSG00000087561","chr1",63266848,63273120,"-","Gm11608"
"ENSMUSG00000027520","ENSMUSG00000027520","chr1",63273265,63314576,"+","Zdbf2"
"ENSMUSG00000025964","ENSMUSG00000025964","chr1",63445891,63596276,"+","Adam23"
"ENSMUSG00000025962","ENSMUSG00000025962","chr1",63730614,63754655,"+","Fastkd2"
"ENSMUSG00000025961","ENSMUSG00000025961","chr1",63754907,63769267,"-","4933402D24Rik"
"ENSMUSG00000025959","ENSMUSG00000025959","chr1",64029447,64122282,"-","Klf7"
"ENSMUSG00000025958","ENSMUSG00000025958","chr1",64532645,64604548,"+","Creb1"
"ENSMUSG00000025956","ENSMUSG00000025956","chr1",64606473,64617242,"-","Mettl21a"
"ENSMUSG00000087213","ENSMUSG00000087213","chr1",64679871,64690659,"-","2810408I11Rik"
"ENSMUSG00000070871","ENSMUSG00000070871","chr1",64690455,64725644,"+","Ccnyl1"
"ENSMUSG00000045005","ENSMUSG00000045005","chr1",64730558,64737751,"-","Fzd5"
"ENSMUSG00000102140","ENSMUSG00000102140","chr1",64736240,64740607,"+","Gm38058"
"ENSMUSG00000051344","ENSMUSG00000051344","chr1",64785983,64956824,"-","Plekhm3"
"ENSMUSG00000084416","ENSMUSG00000084416","chr1",64993951,64994604,"-","Rpl10a-ps1"
"ENSMUSG00000025955","ENSMUSG00000025955","chr1",65012689,65032759,"-","Akr1cl"
"ENSMUSG00000070870","ENSMUSG00000070870","chr1",65048554,65051149,"-","Cryge"
"ENSMUSG00000067299","ENSMUSG00000067299","chr1",65061872,65063452,"-","Crygd"
"ENSMUSG00000025952","ENSMUSG00000025952","chr1",65071525,65073689,"-","Crygc"
"ENSMUSG00000044429","ENSMUSG00000044429","chr1",65100389,65103373,"-","Cryga"
"ENSMUSG00000044816","ENSMUSG00000044816","chr1",65105285,65123214,"-","D630023F18Rik"
"ENSMUSG00000025950","ENSMUSG00000025950","chr1",65158616,65186500,"-","Idh1"
"ENSMUSG00000025949","ENSMUSG00000025949","chr1",65186683,65278695,"+","Pikfyve"
"ENSMUSG00000025946","ENSMUSG00000025946","chr1",65282056,65389244,"+","Pth2r"
"ENSMUSG00000015222","ENSMUSG00000015222","chr1",66175273,66442583,"+","Map2"
"ENSMUSG00000055567","ENSMUSG00000055567","chr1",66468367,66699148,"+","Unc80"
"ENSMUSG00000026005","ENSMUSG00000026005","chr1",66700831,66719805,"+","Rpe"
"ENSMUSG00000026004","ENSMUSG00000026004","chr1",66719248,66817562,"-","Kansl1l"
"ENSMUSG00000102559","ENSMUSG00000102559","chr1",66765626,66768731,"-","Gm37570"
"ENSMUSG00000102374","ENSMUSG00000102374","chr1",66769290,66771866,"-","Gm38387"
"ENSMUSG00000102776","ENSMUSG00000102776","chr1",66775511,66780107,"+","Gm38162"
"ENSMUSG00000082057","ENSMUSG00000082057","chr1",66783913,66786445,"+","Gm15789"
"ENSMUSG00000103756","ENSMUSG00000103756","chr1",66799659,66800797,"-","Gm37285"
"ENSMUSG00000103382","ENSMUSG00000103382","chr1",66812315,66814493,"+","Gm37755"
"ENSMUSG00000026003","ENSMUSG00000026003","chr1",66830839,66863277,"-","Acadl"
"ENSMUSG00000082769","ENSMUSG00000082769","chr1",66849108,66849602,"-","Gm15793"
"ENSMUSG00000026000","ENSMUSG00000026000","chr1",67000517,67038872,"-","Lancl1"
"ENSMUSG00000025991","ENSMUSG00000025991","chr1",67123026,67231259,"+","Cps1"
"ENSMUSG00000025997","ENSMUSG00000025997","chr1",69531214,69687245,"-","Ikzf2"
"ENSMUSG00000053153","ENSMUSG00000053153","chr1",69826970,70725132,"+","Spag16"
"ENSMUSG00000026196","ENSMUSG00000026196","chr1",71027498,71103146,"-","Bard1"
"ENSMUSG00000089965","ENSMUSG00000089965","chr1",71039652,71040030,"-","Gm16236"
"ENSMUSG00000050296","ENSMUSG00000050296","chr1",71242276,71414910,"-","Abca12"
"ENSMUSG00000026192","ENSMUSG00000026192","chr1",71557150,71579631,"+","Atic"
"ENSMUSG00000026193","ENSMUSG00000026193","chr1",71585520,71653200,"-","Fn1"
"ENSMUSG00000073652","ENSMUSG00000073652","chr1",71652837,71662843,"+","Apol7d"
"ENSMUSG00000101496","ENSMUSG00000101496","chr1",72087857,72088454,"+","Gm8885"
"ENSMUSG00000039395","ENSMUSG00000039395","chr1",72159442,72212307,"-","Mreg"
"ENSMUSG00000094655","ENSMUSG00000094655","chr1",72226240,72226430,"+","Gm25360"
"ENSMUSG00000094050","ENSMUSG00000094050","chr1",72236946,72237136,"+","Gm23472"
"ENSMUSG00000093956","ENSMUSG00000093956","chr1",72244213,72244403,"+","Gm24497"
"ENSMUSG00000093843","ENSMUSG00000093843","chr1",72255008,72255198,"+","Gm25939"
"ENSMUSG00000026189","ENSMUSG00000026189","chr1",72259167,72284314,"-","Pecr"
"ENSMUSG00000026187","ENSMUSG00000026187","chr1",72307427,72394952,"+","Xrcc5"
"ENSMUSG00000039354","ENSMUSG00000039354","chr1",72583251,72633134,"+","Smarcal1"
"ENSMUSG00000110712","ENSMUSG00000110712","chr1",72641188,72642963,"+","Gm39662"
"ENSMUSG00000046330","ENSMUSG00000046330","chr1",72711290,72713813,"+","Rpl37a"
"ENSMUSG00000039323","ENSMUSG00000039323","chr1",72824503,72852474,"+","Igfbp2"
"ENSMUSG00000026185","ENSMUSG00000026185","chr1",72857932,72874884,"-","Igfbp5"
"ENSMUSG00000100301","ENSMUSG00000100301","chr1",73618088,73864466,"-","6030407O03Rik"
"ENSMUSG00000055322","ENSMUSG00000055322","chr1",73910231,74124449,"-","Tns1"
"ENSMUSG00000061815","ENSMUSG00000061815","chr1",74125541,74148223,"+","Rufy4"
"ENSMUSG00000006304","ENSMUSG00000006304","chr1",74236084,74268209,"+","Arpc2"
"ENSMUSG00000064272","ENSMUSG00000064272","chr1",74278550,74279624,"+","Gpbar1"
"ENSMUSG00000006299","ENSMUSG00000006299","chr1",74279840,74284738,"-","Aamp"
"ENSMUSG00000026179","ENSMUSG00000026179","chr1",74284930,74353694,"+","Pnkd"
"ENSMUSG00000103013","ENSMUSG00000103013","chr1",74287542,74287860,"-","Gm37503"
"ENSMUSG00000006301","ENSMUSG00000006301","chr1",74288247,74305622,"-","Tmbim1"
"ENSMUSG00000103403","ENSMUSG00000103403","chr1",74307848,74310713,"+","Gm37931"
"ENSMUSG00000073650","ENSMUSG00000073650","chr1",74362108,74369321,"+","Catip"
"ENSMUSG00000026177","ENSMUSG00000026177","chr1",74375195,74386062,"+","Slc11a1"
"ENSMUSG00000026176","ENSMUSG00000026176","chr1",74391509,74397285,"+","Ctdsp1"
"ENSMUSG00000026175","ENSMUSG00000026175","chr1",74409376,74435559,"+","Vil1"
"ENSMUSG00000033364","ENSMUSG00000033364","chr1",74435511,74544284,"-","Usp37"
"ENSMUSG00000103227","ENSMUSG00000103227","chr1",74500340,74503301,"-","Gm37733"
"ENSMUSG00000026174","ENSMUSG00000026174","chr1",74506058,74530842,"+","Cnot9"
"ENSMUSG00000026173","ENSMUSG00000026173","chr1",74542888,74567794,"+","Plcd4"
"ENSMUSG00000026135","ENSMUSG00000026135","chr1",74565127,74588246,"-","Zfp142"
"ENSMUSG00000026172","ENSMUSG00000026172","chr1",74588289,74592443,"+","Bcs1l"
"ENSMUSG00000026171","ENSMUSG00000026171","chr1",74593748,74601397,"-","Rnf25"
"ENSMUSG00000033276","ENSMUSG00000033276","chr1",74601445,74636894,"+","Stk36"
"ENSMUSG00000033257","ENSMUSG00000033257","chr1",74661745,74703730,"+","Ttll4"
"ENSMUSG00000026170","ENSMUSG00000026170","chr1",74713574,74737892,"+","Cyp27a1"
"ENSMUSG00000033227","ENSMUSG00000033227","chr1",74771892,74785322,"+","Wnt6"
"ENSMUSG00000099472","ENSMUSG00000099472","chr1",74774943,74777405,"-","Gm29539"
"ENSMUSG00000090071","ENSMUSG00000090071","chr1",74854934,74857732,"+","Cdk5r2"
"ENSMUSG00000026162","ENSMUSG00000026162","chr1",74967139,75125200,"-","Nhej1"
"ENSMUSG00000033159","ENSMUSG00000033159","chr1",75134554,75142711,"-","Cnppd1"
"ENSMUSG00000049339","ENSMUSG00000049339","chr1",75142778,75147913,"+","Retreg2"
"ENSMUSG00000026197","ENSMUSG00000026197","chr1",75168646,75171629,"+","Zfand2b"
"ENSMUSG00000026198","ENSMUSG00000026198","chr1",75171717,75180392,"-","Abcb6"
"ENSMUSG00000033124","ENSMUSG00000033124","chr1",75180860,75192196,"-","Atg9a"
"ENSMUSG00000026199","ENSMUSG00000026199","chr1",75192151,75199387,"+","Ankzf1"
"ENSMUSG00000026200","ENSMUSG00000026200","chr1",75198236,75210813,"-","Glb1l"
"ENSMUSG00000026201","ENSMUSG00000026201","chr1",75210838,75215606,"+","Stk16"
"ENSMUSG00000026202","ENSMUSG00000026202","chr1",75214228,75219865,"-","Tuba4a"
"ENSMUSG00000096094","ENSMUSG00000096094","chr1",75220095,75232102,"-","A630095N17Rik"
"ENSMUSG00000026203","ENSMUSG00000026203","chr1",75236406,75245692,"+","Dnajb2"
"ENSMUSG00000026204","ENSMUSG00000026204","chr1",75247027,75264502,"-","Ptprn"
"ENSMUSG00000026209","ENSMUSG00000026209","chr1",75307896,75317990,"-","Dnpep"
"ENSMUSG00000026208","ENSMUSG00000026208","chr1",75360329,75368579,"+","Des"
"ENSMUSG00000026207","ENSMUSG00000026207","chr1",75375297,75432320,"+","Speg"
"ENSMUSG00000033021","ENSMUSG00000033021","chr1",75435930,75443179,"+","Gmppa"
"ENSMUSG00000032997","ENSMUSG00000032997","chr1",75474569,75479307,"-","Chpf"
"ENSMUSG00000026211","ENSMUSG00000026211","chr1",75479310,75506452,"-","Obsl1"
"ENSMUSG00000051703","ENSMUSG00000051703","chr1",75479532,75485705,"+","Tmem198"
"ENSMUSG00000032968","ENSMUSG00000032968","chr1",75507077,75510366,"+","Inha"
"ENSMUSG00000026213","ENSMUSG00000026213","chr1",75521529,75537335,"+","Stk11ip"
"ENSMUSG00000006576","ENSMUSG00000006576","chr1",75546266,75562172,"+","Slc4a3"
"ENSMUSG00000026235","ENSMUSG00000026235","chr1",77367185,77515088,"-","Epha4"
"ENSMUSG00000101849","ENSMUSG00000101849","chr1",77515280,77517128,"+","Gm28386"
"ENSMUSG00000032908","ENSMUSG00000032908","chr1",78310345,78420289,"+","Sgpp2"
"ENSMUSG00000026245","ENSMUSG00000026245","chr1",78417975,78488897,"-","Farsb"
"ENSMUSG00000104018","ENSMUSG00000104018","chr1",78465448,78466926,"-","4833412K13Rik"
"ENSMUSG00000090486","ENSMUSG00000090486","chr1",78497026,78512158,"-","BC035947"
"ENSMUSG00000032883","ENSMUSG00000032883","chr1",78657825,78707743,"+","Acsl3"
"ENSMUSG00000079470","ENSMUSG00000079470","chr1",78658038,78671512,"+","Utp14b"
"ENSMUSG00000054702","ENSMUSG00000054702","chr1",79606876,79671972,"-","Ap1s3"
"ENSMUSG00000073643","ENSMUSG00000073643","chr1",79702262,79776143,"-","Wdfy1"
"ENSMUSG00000026248","ENSMUSG00000026248","chr1",79776018,79781445,"+","Mrpl44"
"ENSMUSG00000026249","ENSMUSG00000026249","chr1",79794197,79861180,"-","Serpine2"
"ENSMUSG00000067106","ENSMUSG00000067106","chr1",79922536,79923426,"-","Gm5529"
"ENSMUSG00000043230","ENSMUSG00000043230","chr1",80198706,80218473,"-","Fam124b"
"ENSMUSG00000004364","ENSMUSG00000004364","chr1",80264923,80340480,"-","Cul3"
"ENSMUSG00000103076","ENSMUSG00000103076","chr1",80274731,80276413,"-","Gm37902"
"ENSMUSG00000103525","ENSMUSG00000103525","chr1",80326177,80327994,"-","Gm37262"
"ENSMUSG00000101722","ENSMUSG00000101722","chr1",80382822,80386251,"+","Gm29125"
"ENSMUSG00000038608","ENSMUSG00000038608","chr1",80501073,80758527,"-","Dock10"
"ENSMUSG00000055980","ENSMUSG00000055980","chr1",82233101,82291416,"-","Irs1"
"ENSMUSG00000026142","ENSMUSG00000026142","chr1",82316452,82445366,"+","Rhbdd1"
"ENSMUSG00000100786","ENSMUSG00000100786","chr1",82392493,82402746,"-","Gm28940"
"ENSMUSG00000067158","ENSMUSG00000067158","chr1",82448423,82586849,"-","Col4a4"
"ENSMUSG00000026150","ENSMUSG00000026150","chr1",82724890,82752394,"+","Mff"
"ENSMUSG00000101450","ENSMUSG00000101450","chr1",82739691,82740707,"+","Gm28941"
"ENSMUSG00000026149","ENSMUSG00000026149","chr1",82756649,82768461,"-","Tm4sf20"
"ENSMUSG00000026159","ENSMUSG00000026159","chr1",82839483,82901182,"+","Agfg1"
"ENSMUSG00000038496","ENSMUSG00000038496","chr1",83012523,83038448,"-","Slc19a3"
"ENSMUSG00000026163","ENSMUSG00000026163","chr1",83254139,83408200,"-","Sphkap"
"ENSMUSG00000100580","ENSMUSG00000100580","chr1",83659550,83911644,"-","4933436I20Rik"
"ENSMUSG00000045658","ENSMUSG00000045658","chr1",84036296,84364180,"-","Pid1"
"ENSMUSG00000102750","ENSMUSG00000102750","chr1",84132867,84134510,"-","Gm37058"
"ENSMUSG00000036766","ENSMUSG00000036766","chr1",84369839,84696221,"-","Dner"
"ENSMUSG00000026219","ENSMUSG00000026219","chr1",84721189,84840516,"-","Trip12"
"ENSMUSG00000103505","ENSMUSG00000103505","chr1",84807158,84809190,"-","Gm38374"
"ENSMUSG00000104503","ENSMUSG00000104503","chr1",84819968,84824683,"-","Gm37738"
"ENSMUSG00000073633","ENSMUSG00000073633","chr1",84839841,84900487,"+","Fbxo36"
"ENSMUSG00000026220","ENSMUSG00000026220","chr1",84905898,84935134,"-","Slc16a14"
"ENSMUSG00000064281","ENSMUSG00000064281","chr1",85012114,85012704,"+","Rpl19-ps1"
"ENSMUSG00000072109","ENSMUSG00000072109","chr1",85105946,85114035,"+","A530040E14Rik"
"ENSMUSG00000089716","ENSMUSG00000089716","chr1",85159764,85194260,"+","Gm6264"
"ENSMUSG00000079455","ENSMUSG00000079455","chr1",85266698,85285491,"+","Gm16026"
"ENSMUSG00000070034","ENSMUSG00000070034","chr1",85576899,85598817,"-","Sp110"
"ENSMUSG00000070031","ENSMUSG00000070031","chr1",85600378,85645037,"+","Sp140"
"ENSMUSG00000073628","ENSMUSG00000073628","chr1",85604085,85611896,"-","Gm10552"
"ENSMUSG00000026222","ENSMUSG00000026222","chr1",85649988,85709998,"+","Sp100"
"ENSMUSG00000052760","ENSMUSG00000052760","chr1",85717083,85778643,"-","A630001G21Rik"
"ENSMUSG00000036707","ENSMUSG00000036707","chr1",85793441,85851576,"+","Cab39"
"ENSMUSG00000026223","ENSMUSG00000026223","chr1",85894281,85908675,"+","Itm2c"
"ENSMUSG00000099342","ENSMUSG00000099342","chr1",86014403,86015886,"-","Gm18180"
"ENSMUSG00000026227","ENSMUSG00000026227","chr1",86045863,86055456,"+","2810459M11Rik"
"ENSMUSG00000026229","ENSMUSG00000026229","chr1",86064387,86139151,"+","Psmd1"
"ENSMUSG00000077274","ENSMUSG00000077274","chr1",86087301,86087422,"+","Gm22786"
"ENSMUSG00000026228","ENSMUSG00000026228","chr1",86099026,86111970,"-","Htr2b"
"ENSMUSG00000103272","ENSMUSG00000103272","chr1",86120883,86123561,"+","Gm37914"
"ENSMUSG00000062590","ENSMUSG00000062590","chr1",86154780,86278284,"+","Armc9"
"ENSMUSG00000079445","ENSMUSG00000079445","chr1",86302832,86307305,"+","B3gnt7"
"ENSMUSG00000026234","ENSMUSG00000026234","chr1",86344719,86359400,"-","Ncl"
"ENSMUSG00000064823","ENSMUSG00000064823","chr1",86356261,86356330,"-","Snord82"
"ENSMUSG00000073627","ENSMUSG00000073627","chr1",86359574,86373791,"+","C130036L24Rik"
"ENSMUSG00000026238","ENSMUSG00000026238","chr1",86526726,86530712,"+","Ptma"
"ENSMUSG00000026239","ENSMUSG00000026239","chr1",86542994,86582629,"-","Pde6d"
"ENSMUSG00000102927","ENSMUSG00000102927","chr1",86580058,86581232,"+","Gm37152"
"ENSMUSG00000026240","ENSMUSG00000026240","chr1",86582904,86609375,"+","Cops7b"
"ENSMUSG00000053333","ENSMUSG00000053333","chr1",86703808,87050095,"+","Dis3l2"
"ENSMUSG00000100768","ENSMUSG00000100768","chr1",86774819,86776528,"+","Gm29055"
"ENSMUSG00000084106","ENSMUSG00000084106","chr1",86908793,86909683,"-","Gm6136"
"ENSMUSG00000026246","ENSMUSG00000026246","chr1",87086694,87089928,"-","Alppl2"
"ENSMUSG00000026247","ENSMUSG00000026247","chr1",87147655,87156521,"-","Ecel1"
"ENSMUSG00000036480","ENSMUSG00000036480","chr1",87183313,87188405,"+","Prss56"
"ENSMUSG00000026254","ENSMUSG00000026254","chr1",87213914,87240488,"+","Eif4e2"
"ENSMUSG00000026255","ENSMUSG00000026255","chr1",87264363,87310839,"+","Efhd1"
"ENSMUSG00000048000","ENSMUSG00000048000","chr1",87326998,87450796,"+","Gigyf2"
"ENSMUSG00000079436","ENSMUSG00000079436","chr1",87386363,87394729,"-","Kcnj13"
"ENSMUSG00000026259","ENSMUSG00000026259","chr1",87476834,87573870,"-","Ngef"
"ENSMUSG00000026288","ENSMUSG00000026288","chr1",87620312,87720507,"+","Inpp5d"
"ENSMUSG00000026289","ENSMUSG00000026289","chr1",87755870,87792428,"+","Atg16l1"
"ENSMUSG00000087968","ENSMUSG00000087968","chr1",87776938,87777209,"+","Gm25395"
"ENSMUSG00000089281","ENSMUSG00000089281","chr1",87784556,87784820,"+","Scarna6"
"ENSMUSG00000070738","ENSMUSG00000070738","chr1",87853287,87945180,"+","Dgkd"
"ENSMUSG00000005501","ENSMUSG00000005501","chr1",87945119,88008551,"-","Usp40"
"ENSMUSG00000081984","ENSMUSG00000081984","chr1",88204732,88205782,"-","Dnajb3"
"ENSMUSG00000079429","ENSMUSG00000079429","chr1",88226986,88262289,"+","Mroh2a"
"ENSMUSG00000044783","ENSMUSG00000044783","chr1",88262471,88277633,"-","Hjurp"
"ENSMUSG00000100908","ENSMUSG00000100908","chr1",88459683,88465558,"+","Gm28888"
"ENSMUSG00000049866","ENSMUSG00000049866","chr1",88673125,88702221,"-","Arl4c"
"ENSMUSG00000097398","ENSMUSG00000097398","chr1",88754890,88755736,"+","Platr5"
"ENSMUSG00000036206","ENSMUSG00000036206","chr1",89070415,89155068,"+","Sh3bp4"
"ENSMUSG00000102700","ENSMUSG00000102700","chr1",89097073,89098818,"+","Gm38312"
"ENSMUSG00000055013","ENSMUSG00000055013","chr1",89454806,89897617,"+","Agap1"
"ENSMUSG00000104114","ENSMUSG00000104114","chr1",89483438,89485821,"+","Gm37297"
"ENSMUSG00000102009","ENSMUSG00000102009","chr1",89650529,89683908,"-","4933400F21Rik"
"ENSMUSG00000034486","ENSMUSG00000034486","chr1",89927956,89931179,"-","Gbx2"
"ENSMUSG00000092627","ENSMUSG00000092627","chr1",89930234,89933290,"+","D130058E05Rik"
"ENSMUSG00000026301","ENSMUSG00000026301","chr1",90042132,90153401,"-","Iqca"
"ENSMUSG00000044337","ENSMUSG00000044337","chr1",90203980,90216751,"+","Ackr3"
"ENSMUSG00000101028","ENSMUSG00000101028","chr1",90280458,90283912,"+","Gm28723"
"ENSMUSG00000034432","ENSMUSG00000034432","chr1",90602981,90613341,"+","Cops8"
"ENSMUSG00000048126","ENSMUSG00000048126","chr1",90765923,90843971,"-","Col6a3"
"ENSMUSG00000026303","ENSMUSG00000026303","chr1",90915085,90951142,"+","Mlph"
"ENSMUSG00000026304","ENSMUSG00000026304","chr1",90958133,90969661,"-","Rab17"
"ENSMUSG00000026305","ENSMUSG00000026305","chr1",90998737,91128944,"+","Lrrfip1"
"ENSMUSG00000070732","ENSMUSG00000070732","chr1",91145089,91170795,"+","Rbm44"
"ENSMUSG00000034343","ENSMUSG00000034343","chr1",91250304,91290337,"+","Ube2f"
"ENSMUSG00000083064","ENSMUSG00000083064","chr1",91296045,91296936,"+","Gm7785"
"ENSMUSG00000026307","ENSMUSG00000026307","chr1",91298338,91321075,"+","Scly"
"ENSMUSG00000049515","ENSMUSG00000049515","chr1",91322075,91348306,"+","Espnl"
"ENSMUSG00000047443","ENSMUSG00000047443","chr1",91366430,91374217,"+","Erfe"
"ENSMUSG00000026309","ENSMUSG00000026309","chr1",91373861,91398815,"-","Ilkap"
"ENSMUSG00000067071","ENSMUSG00000067071","chr1",91411483,91414038,"-","Hes6"
"ENSMUSG00000055866","ENSMUSG00000055866","chr1",91415982,91459324,"-","Per2"
"ENSMUSG00000034292","ENSMUSG00000034292","chr1",91494647,91529307,"+","Traf3ip1"
"ENSMUSG00000026311","ENSMUSG00000026311","chr1",91540544,91559589,"+","Asb1"
"ENSMUSG00000026313","ENSMUSG00000026313","chr1",91928779,92195699,"-","Hdac4"
"ENSMUSG00000103101","ENSMUSG00000103101","chr1",91975987,91981564,"+","Gm37048"
"ENSMUSG00000102565","ENSMUSG00000102565","chr1",92019592,92022097,"-","Gm37036"
"ENSMUSG00000026260","ENSMUSG00000026260","chr1",92439010,92473860,"-","Ndufa10"
"ENSMUSG00000073616","ENSMUSG00000073616","chr1",92637145,92641985,"-","Cops9"
"ENSMUSG00000034220","ENSMUSG00000034220","chr1",92831645,92860779,"+","Gpc1"
"ENSMUSG00000034212","ENSMUSG00000034212","chr1",92859803,92902906,"-","Ankmy1"
"ENSMUSG00000047067","ENSMUSG00000047067","chr1",92906981,92908435,"+","Dusp28"
"ENSMUSG00000097251","ENSMUSG00000097251","chr1",92908378,92910764,"-","5033417F24Rik"
"ENSMUSG00000026269","ENSMUSG00000026269","chr1",92910783,92924384,"+","Rnpepl1"
"ENSMUSG00000100632","ENSMUSG00000100632","chr1",92933526,92950590,"-","9430060I03Rik"
"ENSMUSG00000026270","ENSMUSG00000026270","chr1",92934376,92947941,"+","Capn10"
"ENSMUSG00000014602","ENSMUSG00000014602","chr1",93015464,93101951,"-","Kif1a"
"ENSMUSG00000084989","ENSMUSG00000084989","chr1",93168725,93231072,"+","Crocc2"
"ENSMUSG00000047793","ENSMUSG00000047793","chr1",93235841,93301065,"+","Sned1"
"ENSMUSG00000026273","ENSMUSG00000026273","chr1",93299211,93305915,"-","Mterf4"
"ENSMUSG00000026274","ENSMUSG00000026274","chr1",93308770,93343482,"-","Pask"
"ENSMUSG00000026275","ENSMUSG00000026275","chr1",93342854,93373489,"+","Ppp1r7"
"ENSMUSG00000034107","ENSMUSG00000034107","chr1",93373930,93404303,"+","Ano7"
